text,status,issue
"READ | Bungkalan is a Sham!

On June 9, 2022, social media was flooded with posts and photos of alleged wholescale arrests of what the leftist groups refer to as farmers and tillers of the land by the police.

The picture painted by the propaganda arm of the CPP-NPA-NDF and by their front organizations is that there is a widespread crackdown on ordinary,  helpless, hungry, and landless, farmers by state security forces.

At the height of what was labeled as the Tinang incident, the masterminds of the devious scheme called for monetary donations for the supposed bail for the arrested ""farmers"". 

As expected, some gullible Filipinos, to include incumbent government officials, expressed support to what was then labeled to as the Tinang 93, clueless and ignorant of the facts of the incident.

These same people, including some foreign groups, were once again duped by the CPP-NPA-NDF to part ways with their hard-earned money to support what they perceived to be a cause for freedom of oppressed farmers (as alleged by the CPP-NPA-NDF through their allied front organizations responsible for instigating and plotting the incident at Hacienda Tinang).

After the short-lived media hype as a consequence of the drama orchestrated by the CPP-NPA-NDF sponsored group which organized the Bungkalan operations at Barangay Tinang, the real victims of the Tinang Incident stood their ground and denounced the crimes committed against them by the mob organized by the CPP-NPA-NDF and their allied front organizations. 

The undisputed facts are as follows:

1. The land that was subject of the CPP-NPA-NDF initiated Bungkalan operations is collectively by CARP  farmer-beneficiaries who are all from Tinang and who compose the Tinang Samahang Nayon Multi-purpose Cooperative (TSNMPC).

2. At the time of the incident, the land subject of the Bungkalan is planted with sugarcane by members of the TSNMPC.

3. The sugarcane were maliciously destroyed by the Tinang 93 pursuant to what they call as Bungkalan.

4. This willful and wanton destruction of the property of the TSNMPC prompted them to call for police intervention.

5. The police then arrested the Tinang 93 based on their violation of the property rights of the TSNMPC and for violating provisions of the applicable penal laws.

6. Of the 93 arrested individuals, 82 were charged for malicious mischief and illegal assembly. 

7. Eleven were released. 

8. Of the eleven,  4 are minors, and 7 are foreigners. All these eleven claimed that they have no idea what was going on at Tinang. 

9. The 82 arrested individuals posted bail and were immediately released then after.

10. Ka Warly and Ka Pong, former CPP-NPA-NDF cadres attested to the fact that the CPP-NPA-NDF is behind the Bungkalan tactics.  These are similar tactics used by the CPP-NPA-NDF in the Hacienda Luisita incident where some poor farmers were killed in what was infamously known as the Hacienda Luisita massacre.

11. The majority of the Tinang 93 are not even from Tinang. They only used some farmers from Tinang as an excuse to create a scenario that they can capitalize and propagandize on.

12. The CPP-NPA-NDF used the gullible Tinang farmers as pawns in their game of deception, death and destruction.

13. The organizers of what can be properly called as the Bungkalan-obela exploited students and other gullible individuals  to participate in an act of destroying the very means of subsistence of struggling farmer-beneficiaries of the TSNMPC.

This is simply tragic and reprehensible to conscience. 

The CPP-NPA-NDF has solidified their status as the single worst plague that has afflicted our country for more than five decades already.

Even when this terrorist organization is at the peak of their twilight years, an organization that is obsolete and dying, just like its head, Joma Sison, 

They still find means to cause misery to the poorest of the poor. 

They claim that they fight for the rights of the tillers of the soil, yet they destroy what our farmers have planted.

There is no excuse for robbing the poor of their sustenance.  This is what happened to our farmers at Hacienda Tinang.

The Tinang 93 took from them what rightfully belongs to the farmer-beneficiaries of the TSNMPC.

The irony of it all is that, 
the oppressors have the gall to call themselves the victims in the incident. 

This is the height of hypocrisy, callousness,  and injustice. 

We, at the NTF-ELCAC,  stand united with the farmer-beneficiaries of Hacienda Tinang and their families. We cry out for justice. We cry out for peace. 

We condemn any and all forms of Bungkalan activities being undertaken by the CPP-NPA-NDF and by their front organizations. 

Bungkalan is nothing but a Sham! 

It is but a reflection of the sham revolution being peddled by the CPP-NPA-NDF terrorist organization. 

We call on the Filipino people to stand in solidarity with the peace loving people of Hacienda Tinang and to join us in a common aspiration to attain a just and lasting peace by putting an end to the local communist armed conflict. 

Flosemer Chris Gonzales 
Spokesperson,  RTF6-ELCAC

https://fb.watch/dEkoF2j6Gm/",rejected,tone
"LOOK | After years of sowing fear and terror, high ranking Communist Party of the Philippines (CPP) member Evangeline Rapanut also known as Chat/Ines was arrested by combined forces of the AFP and PNP in Greenwood Heights Subdivision, Brgy Paliparan 1, Dasmariñas City, Cavite today, May 31, 2022.

Chat/Ines was the former Secretary of Komiteng Rehiyon- Cagayan Valley (KR-CV), and a current CPP Central Committee member; 2nd Deputy Secretary for Organization and Deputy Secretary, National Education Department (NED) of the CPP-NPA-NDF.

Rapanut was responsible for mass orientations to radicalize especially the youth, students, and vulnerable sectors such as indigenous people, trade unions, urban poor, and farmers purposely to recruit additional political and military cadres. 

#NTFELCAC
#EO70",rejected,tone
"LOOK | Usec. Lorraine Badoy, NTF-ELCAC Spokesperson, decries the deplorable state of affairs in the Office of the Vice-President, wherein the Kabataan party-list -- a CPP-NPA-NDF front -- obtained a sizable vote on May 9 by riding on the publicity machine of the OVP.

#HandsOffOurChildren #EndTerrorism
 #NTFELCAC #EO70",rejected,tone
"LOOK | Datu Jake Llanes, former CPP-NPA rebel and Executive Director of the Mindanao Indigenous Council of Elders and Leaders (MIPCEL), says the alliances being formed by communist-linked party-list groups with youth organizations are alarming. 
#NTFELCAC
#EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Lorraine Badoy continues to warn Filipinos on the insidious, deceptive ways that the CPP-NPA-NDF uses to penetrate our systems and institutions.

#NTFELCAC
#EO70",rejected,tone
"LOOK | Ka Angel Reyes, a former CPP-NPA-NDF urban infiltrator for youth, students, workers and IPs, affirms that the Leni Robredo’s political machinery was, and continues to be, a foundation for communist-terrorist groups’ recruitment of youths.

#NTFELCAC #EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Usec. Lorraine Badoy on how the CPP-NPA-NDF exploits vulnerable youth and established politicians to further their evil goals.

#NTFELCAC
#EO70",rejected,tone
"LOOK | According to statements from former rebels and cadres of the CPP-NPA-NDF such as Ka Eric, Ka Alma, Ka Ivy, Ka Amihan, Ka Efren, Datu Jake and many more, these are the open sectoral organizations, underground mass organizations, and allies established by the Communist Party of the Philippines-New People’s Army-National Democratic Front (CPP-NPA-NDF) disguising themselves as defenders and protectors of the Filipino people but who are, in fact, its most brutal oppressor and most cruel persecutor.

Underground mass organizations (UGMOs) cells were established by the CPP-NPA-NDF in open sectoral organizations and open alliances for the purpose of advancing and supporting the CPP-NPA-NDF.

For more than 50 years, the CPP-NPA-NDF exploited the most vulnerable members and sectors of society with the goal of discrediting government, seizing political power, and the destruction of our democratic way of life and replacing it with their ideology.

The terrorist group CPP-NPA-NDF has constantly tried to weaken our institutions, sow deep divisions among the Filipino people, and teach us and our children the deeply wounding language of hate and mistrust towards government.

It is HIGH TIME we close ranks and take back from these terrorists all that they have stolen from us-
Our beloved Motherland and our bright future as a people.
#EndCPPNPANDF
#EndTerrorism",rejected,tone
"LOOK | Former CPP-NPA cadre Jeffrey Celiz cites Kabataan party-list first nominee Raoul Manuel’s recent tweet as seditious, and calls for his disqualification. 

#NTFELCAC #EO70",rejected,tone
"LOOK | Former CPP-NPA rebel Jeffrey Celiz says KABAG party-list groups continue working to agitate the populace to advance the agenda of the CPP-NPA-NDF and to weaken the government.

#NTFELCAC
#EO70",rejected,tone
"LOOK | Gleceria “Ka Jao” Balangiao, former Regional White Area Committee member and North Central Mindanao Regional Committee member, bares the modus operandi of the CPP’s legal front organizations in duping foreign governments and agencies to obtain donations. 
The funds mostly end up with the CPP-NPA-NDF, instead of legitimate beneficiaries.

#NTFELCAC #EO70",rejected,tone
"LOOK | Usec. Lorraine Marie T. Badoy, NTF-ELCAC Spokesperson for Social Media Affairs and Social Media Concerns, says the CPP-NPA-NDF would be foolish to think that the Marcos Administration would be easy to destabilize or overthrow.               
#NTFELCAC #EO70",rejected,tone
"LOOK | Former cadre Jeffrey “Ka Eric” Celiz criticizes the Leni-Kiko tandem for their failure to condemn the CPP-NPA-NDF and its atrocities as the elections draw near.

#EO70
#NTFELCAC",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Lorraine Marie T. Badoy says we should remain vigilant about the subversive moves of the CPP-NPA-NDF, citing presumptive Kabataan party-list Rep. Raoul Manuel's recent tweet. 

#NTFELCAC
#EO70",rejected,tone
"LOOK | Former CPP-NPA rebel Jeffrey Celiz says the cover of KABAG party-list groups has been exposed and they should stop making excuses that veers away from the NTF-ELCAC’s revelations.

#EO70
#NTFELCAC",rejected,tone
"LOOK | Acting NTF-ELCAC Spokesperson Flosemer Chris Gonzales says any act that disrupts the peace or cause harm to the public will be dealt with accordingly by law enforcement agencies.

#NTFELCAC
#EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Lorraine Marie T. Badoy reminds her detractors that all her public statements with regard to the collusion of VP Robredo with the CPP-NPA-NDF are highly vetted and are the official stand of the Philippine government.

#NTFELCAC #EO70",rejected,tone
"LOOK | Datu Jake Llanes, former rebel and Executive Director of the Mindanao Indigenous Council of Elders and Leaders (MIPCEL), explains the assertions of Datu Lipatuan Joel Unad and the reason of CPP-NPA-NDF’s hostility towards the latter. 
#NTFELCAC
#EO70",rejected,tone
"LOOK | Cristony “Jong” Monzon, former political instructor of the Regional Operations Command, Southern Mindanao Regional Committee (SMRC), explains the deceptive recruitment strategies of the CPP-NPA-NDF.

#NTFELCAC 
#EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Usec. Lorraine Badoy on how the CPP-NPA-NDF exploits the youth and the electoral process in order to radicalize and recruit more innocent people.

#NTFELCAC
#EO70",rejected,tone
"LOOK | Mother of slain student-athlete Kieth Absalon says the communist terrorist group only uses peace talks as a way to further recruit youths and kill innocent civilians.

#NTFELCAC
#EO70",rejected,tone
"LOOK | Undersecretary Lorraine Badoy expresses her happiness in handing over an
improved Philippines to the next administration under presumptive president Bong Bong Marcos.

#NTFELCAC #EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Lorraine Marie T. Badoy denounces the recent statements of Loida Nicolas Lewis. Among other things, the Filipino-American businesswoman called for the abolition of the NTF-ELCAC.

#NTFELCAC
#EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Lorraine Badoy says the CPP-NPA-NDF’s sole objective is to destroy our country, and this communist-terrorist group must be stopped.

#EndTerrorism
#NTFELCAC
#EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Usec. Lorraine Badoy cautions parents to
protect their children at all costs from the evil clutches of the CPP-NPA-NDF, since the
terrorist group is on its last ditch and desperate for recruits.
#NTFELCAC
#EO70",rejected,tone
"LOOK | NTF-ELCAC Spokesperson Lorraine Marie T. Badoy explains the difference between activism—which is not a crime—and terrorism that seeks to destabilize and ultimately overthrow the government through violent means.        

#NTFELCAC
#EO70",rejected,tone
"NTF ELCAC RESPONSE TO SECRETARY GUEVARRA

The NTF ELCAC agrees with Justice Secretary Menardo Guevarra when he says that we should not identify people as members of the CPP NPA NDF if we do not have solid proof that they are.

This, in fact has been our guiding light at the NTF ELCAC: to gird our countrymen with accurate and clear information about the numerous fronts of this terrorist organization and the various modus operandi they employ to hurt and destroy our country for the past 53 years. 

Where they create confusion with their lies, we create clarity with the TRUTH. Where they are loud and bold about their toxic lies, we are LOUDER AND BOLDER ABOUT THE TRUTH. 

It is precisely because of this deceit and the ignorance of our countrymen that they have committed the most heinous of crimes against our people and our beloved Philippines.

Fronts like KABATAAN, ALLIANCE OF CONCERNED TEACHERS, GABRIELA/YOUTH, LFS, ANAKBAYAN, CEGP, KMU, KMP, KATRIBU, NNARRA YOUTH, NUPL, NUJP, IBON etc are the top recruiters of our children into violent extremism, protectors and purveyors of terrorism and our schools have become the top recruitment agencies of the CPP NPA NDF. 

An  unbearable number of our children have turned their backs on their bright future to become violent extremists of this terrorist organization and have died fighting government. Countless numbers of our youth now lie buried in shallow, unmarked graves all across the archipelago.

At the NTF ELCAC we view it as our sacred duty to arm our countrymen with information and strip the masks off these terrorists who lie in wake to steal our children away from us and who have murdered scores of our indigenous peoples and have damned the poorest among us to live out their lives in suffering and extreme poverty.

We, however, do not agree with the Secretary Guevarra when he says that the NTF ELCAC endangers our people when we do our sacred duty of identifying members of the CPP NPA NDF. 

What has grievously endangered our people is all those decades government reneged on its sacred duty, looked the other way and refused to identify members of the CPP NPA NDF–even if they already knew who these terrorists were.  

We also find it unfortunate that no less than a Justice Secretary seems ignorant that our Supreme Court has ruled, in Zarate vs Aquino, that there is no danger to life, liberty and security when you are identified as a member of the CPP NPA NDF. 

That “redtagging” does not exist and is a tool used by the CPP NPA NDF to silence those who yank their masks off and speak the truth about them because those masks are their lifeblood that enable them to recruit, raise funds, and weaken government with their toxic propaganda.

The NTF ELCAC has swam against a tide of criticisms and the herculean efforts of this terrorist organization–the CPP NPA NDF– to stop us from defending and protecting our people. 

But there is nothing– NOTHING–that can stop us from ending what ought to have ended a very long time ago had we had a President like Rodrigo Roa Duterte who had the courage and the political will of steel to create a task force mandated to end the grief and suffering of our people in the hands of communist terrorists for over 5 decades now. 

We will continue to swim against this tide until we meet our goal: the complete destruction of this noxious, virulent terrorist organization THE CPP NPA NDF.

There is nothing on heaven or earth that can stop us–more so now that the Filipino people are fighting alongside us.

Undersecretary Lorraine Marie T. Badoy
NTF ELCAC Spokesperson for Social Media Affairs and Sectoral Concerns",rejected,tone
"LOOK | It is the government’s sacred duty to defend and protect our Constitution and citizens from communist terrorists who have wreaked havoc and destroyed countless lives for over 5 decades.

President Rodrigo R. Duterte, who identified Kabataan, Anakpawis, Bayan Muna, Alliance of Concerned Teachers and Gabriela or KABAG party-list groups as fronts of the CPP-NPA-NDF, urged Filipinos not to vote for them in Congress.

https://facebook.com/story.php?story_fbid=306093528364264&id=100068908582299

#NTFELCAC
#EO70",rejected,tone
"READ | ""RTF6-ELCAC Condemns the CPP-NPA-NDF Recruitment and Exploitation of Children for the Purpose of Undertaking Acts of Terrorism""

On May 3, 2022, soldiers from the 15th Infantry Battalion engaged a unit of the NPA's South West Front in the hinterlands of Candoni, Negros Occidental.

One of the members of the NPA's South West Front perished in the encounter. He is a seventeen year-old teenager known by his alias in the NPA as ""Kisap"" or ""Boyca"". He is from Sipalay, Negros Occidental. 

We extend our prayers and sympathy to the family of the young man who was deprived of a bright and better future by the CPP-NPA-NDF who deceived and recruited him to join the CPP-NPA-NDF terrorist organization that has done nothing but ruin the lives of the children in Negros Island and in other parts of the country.

Had the CPP-NPA-NDF kept their hands off the late alias ""Boyca"", he would have been alive today.

However,  the CPP-NPA-NDF, being the terrorist organization that it is, can never take their filthy hands off our children. 

They take pride and a perverse sense of joy in deceiving and recruiting the youth. 

They target our children to be recruits to wage their war of terror against the government and the Filipino people.

The CPP-NPA-NDF is the worst among the worst of criminals in our country. The people and the organizations blindly supporting and enabling them are no better than these criminals and terrorists. 

They deserve a 10th Circle of Hell for their crimes against the Filipino people, 

for their crimes against parents who lost a child to their perverted and evil cause,

We cry out loud in anger at the CPP-NPA-NDF as we remember the horrors that they have committed against scores of Filipino youth that they have deceived and exploited, radicalized and weaponized, 

for robbing our youth of their innocence, and forcing them to live a life of hatred, of violence,  of abuse, of fear, and of terror,

for causing the pointless deaths of our children in furtherance of their godless and soulless ideology, 

Words cannot embrace the indignation that we feel against the CPP-NPA-NDF for their sins against our people.

We call on the peace loving people of Candoni, Sipalay, and the entire Negros Island to condemn the CPP-NPA-NDF and their allied front organizations. 

We call on the people of Western Visayas and the entire nation to stand in solidarity against the CPP-NPA-NDF terrorist organization.

Let us Win the Peace by ending the local communist armed conflict. 

Prosecutor 2 Flosemer Chris Gonzales 
Spokesperson, RTF6-ELCAC 

https://www.facebook.com/103417875144346/posts/370188031800661/",rejected,tone
"READ | Re: False and Baseless Accusations of Loida Nicolas Lewis against the NTF-ELCAC

In an online forum, Loida Nicolas Lewis stated, among others:

Our call to action, number one, we call on the US and Canadian government to suspend provision of all security assistance in the
Philippines until the human rights situation has improved and all human rights violators are investigated and held accountable.

Number two, we call on the US and Canadian government to employ targeted sanctions via the Magnitsky Act against human rights violations in the Philippines including but not limited to President Rodrigo Roa Duterte, the National Task Force to End Local Communist Armed Conflict and others.

Ms. Lewis also called on the Philippine government for the release of jailed senator Leila de Lima following the recantation of what she tagged as the “three key witnesses,” among other demands. 

Ms. Lewis ought to know that the Republic of the Philippines is a sovereign state. Its sovereignty emanates from its people and not from any foreign jurisdiction. Appallingly, as a lawyer, it is elementary for her to know that urging a state to meddle into the internal affairs of another or to commit an internationally wrongful act by misleading it with false accusations is unethical and grossly reprehensible for a member of the bar.

What is more outrageous is her call to release jailed Senator Leila de Lima, while her case is pending before a court of competent jurisdiction, a contemptuous act to the court that is not expected from a member of the bar. The liability of the President or of a superior under the doctrine of command responsibility for alleged violation of human rights requires the elements of(1) knowledge and (2) the failure of the superior to take necessary measures to prevent criminal act or punish the perpetrator thereof despite that knowledge, among others. 

Without any piece of evidence that could establish the responsibility or accountability of the President or of an officer, aside from the general allegations of human rights violations, the Court does not automatically impute responsibility to the President. In fact, the President himself declared his policy for the law enforcers to adhere to the established rules on engagement in implementing the law. 

Likewise, uniformed personnel who were found responsible for any infraction of the law are prosecuted to the fullest extent of the law. Ergo, negating any liability on the part of the President under the foregoing doctrine.

The call for targeted sanctions against the President and the NTF ELCAC who are dutifully performing their mandate to end the more than 5-decade local communist armed conflict in the country is counter-productive. In contrast, it sends a clear signal that those who call to discourage the NTF-ELCAC from performing its mandate benefit from the continued existence of the communist terrorist groups.

For our part, we call on other jurisdictions to exercise restraint and to uphold the rudimentary international principle of respect towards a co-equal and sovereign state.

We, therefore, urge them to genuinely fight terrorism alongside the NTF-ELCAC by curtailing the flow of funds from their country to communist terrorist groups in the Philippines.

Finally, while the Philippines welcomes the support of friendly nations, in terms of security assistance, inter alia, the Philippines will nevertheless pursue its independent foreign policy guided by its paramount consideration: the national sovereignty, territorial
integrity, national interest, and the right to self-determination. 

Thus, the Philippines rejects any form of meddling or unwarranted interference from any other jurisdiction that is inconsistent with its mandate from the People.

NTF-ELCAC Legal Cooperation Cluster (LCC)",rejected,tone
"READ | ""What would you do if the CPP-NPA-NDF takes your child away from you?"" 

Hands Off Our Children!

Recent events clearly tell us that our youth are facing a clear and present danger. 

The CPP-NPA-NDF terrorist group and their allied front organizations are on a recruitment spree targetting our students and our youth. 

The recruitment and radicalization of our students by the CPP-NPA-NDF through their front organizations will eventually lead to these young people dropping out of school and joining the ranks of the CPP-NPA-NDF armed terrorists. 

In a few months time, many of these young victims of CPP-NPA-NDF recruitment will end up dead. They will be buried in unmarked graves in the remote areas. Their families will remain unaware of what has become of them. 

This is the tragedy that has befallen many Filipino families whose children were taken away from them by the CPP-NPA-NDF. 

This is the tragedy that we want to avoid. 

We care for your children. 

We want them to have a future that is free from any and all forms of hatred, violence, and exploitation. 

Let it be known that the CPP-NPA-NDF is the largest human trafficking criminal group in the Philippines. 

They wantonly recruit children to become armed fighters for the New People's Army. 

They teach our children to hate, to kill, to lie, to spy, to extort, to destroy, to make bombs, and to turn their backs to everything that is decent and good in a democractic society. 

This is how the CPP-NPA-NDF treat our children. 

This is how evil the CPP-NPA-NDF is. 

This is what happens when we allow our children to join the front organizations of the CPP-NPA-NDF. 

Nagsisimula yan sa pa rally rally, mass action dito, martsa duon, cutting classes, teach-ins, immersions. 

These are acts that eventually brainwash the youth. 

It is in this context that,
We call the attention of Parents, of Guardians of our youth.

Be vigilant. 

Make sure that your children are in school and not on the streets being radicalized by the CPP-NPA-NDF. 

We call on school officials and teachers to protect our youth and our children from the deceptive recruitment and radicalization by the CPP-NPA-NDF and their front organizations. 

We call on our barangay and local officials, community leaders and elders, protect your communities from the infiltration of the CPP-NPA-NDF. 

Together, we can protect our youth from becoming the next unwitting victim of the CPP-NPA-NDF and their front organizations. 

In closing, let us say a prayer to all the victims of the CPP-NPA-NDF who died in the local armed conflict, including children who were forced and/or deceived by the CPP-NPA-NDF to take up arms against the government and the Filipino people. 

Let us utter a prayer to all the children who now lie in unmarked graves, left alone and abandoned by the CPP-NPA-NDF. 

Let us not forget those whose lives were wasted by the CPP-NPA-NDF terrorist organization. 

Let us pray for justice.
Let us pray for peace. 

Most of all,
pray that your children will be spared from the recruitment and the clutches of the CPP-NPA-NDF and their allied front organizations. 

You yourselves may not be ready to answer the question, 

What would you do if the CPP-NPA-NDF takes your child away from you?

Prosecutor 2 Flosemer Chris Gonzales 
Acting Spokesperson for Legal Affairs, NTF-ELCAC",rejected,tone
"READ | ""UP Mindanao admitted from the words of their own alumnus, no less, that the NPA has infiltrated their campus for recruitment of students into the ranks of communist terrorists.""

PRESS STATEMENT

In a 21 May 2022 Statement, the University of the Philippines – Mindanao (UP Mindanao), through its Chancellor Lyre Annie E. Murao, denounced the so called “red-tagging” by the National Security of Council (NSC) and has warned the authorities that it will take legal action over the alleged “harassment”.

By UP Mindanao’s own words in its Statement, however, the alleged “redtagging” that they denounced did not come from the NSC, but from a recent post from an “alumnus” of UP Mindanao about the New People’s Army (NPA) recruitment in the UP Mindanao campus. 

Effectively, UP Mindanao admitted from the words of their own alumnus, no less, that the NPA has infiltrated their campus for recruitment of students into the ranks of communist terrorists.

Therefore, it is sheer hypocrisy for UP Mindanao to attribute “red-tagging” as mere “allegations” and “hasty generalizations” of the NSC – when no less than one of its own alumnus has admitted that NPA has infiltrated their educational campus. 

Too, UP Mindanao is blissfully ignorant of the plethora of students who testified in the Senate hearings, and on the disqualification cases pending before the Commission of Elections (COMELEC) of party-lists belonging to KABAG (specifically the Kabataan and Gabriela Partylists), testifying therein that the NPA through its fronts has infiltrated and recruited students from several universities nationwide. 

UP Mindanao’s alumnus is one of brave students who fearlessly testified the truth despite UP Mindanao’s attempt to hide the open-secret of NPA’s infiltration and radicalization of universities.

If UP Mindanao truly lives by its vision of generating critical thinking, then it should encourage more students to truthfully state the evils of NPA hiding among the shadows in universities and preying among the students. 

To immediately dismiss outright a report coming from their very own alumnus is a betrayal of their vaunted “critical thinking”. 

Instead of threatening to file actions against the government, UP Mindanao should comply and respect the government agencies such as NSC, the military, and the police – which have the mandate of protecting the people and the students, and to investigate the
reports of NPA and communist terrorists lurking among their ranks. 

National Task Force to End Local Communist Armed Conflict
Legal Cooperation Cluster (LCC)",rejected,tone
"READ | PRESS STATEMENT
(Re: CHR's Report on Investigated Killings in Relation to the Anti-Illegal Drug Campaign)

In its Report on Investigated Killings in Relation to the Anti-Illegal Drug Campaign on April 2022, the Commission on Human Rights (CHR) concluded, in fine, that “majority” of the “killings” were done “outside the context of law enforcement operation” and that the government “failed in its obligation to respect and protect the human rights of every citizen” as well as “encouraged a culture of impunity”. 

Such conclusion is bereft of any factual or legal bases, it is nothing but an attempt to discredit and malign the government, both locally and abroad, and seeks to push the narrative that the killings were “sanctioned” by the State. However, nowhere in the CHR’s 48-page Report is such conclusion supported by clear evidence – all but mere assumptions and surmises of CHR. If any, the deaths can be attributed to legal police operations, or at most, that the police officers on the ground may be liable. However, it needs a case to be filed in court to prove, and not for the CHR to conclude that it is “sanctioned” by the State.

The CHR Report mentions the statements of alleged witnesses to the purported killings, but there is no thorough investigation conducted on the backgrounds, motives, and/or the credibility of these purported witnesses. Otherwise, if these witnesses are reliable, then the CHR is duty bound to recommend charges against the alleged erring police officers instead of erroneously and irresponsibly putting the blame to the State.

It is noteworthy that the CHR did not include in their Report the fact that many of the deaths in the drug war were perpetrated by drug syndicates and drug groups themselves who kill their competitors. There is also no mention of the law enforcement officers and agents who lost their lives in the anti-drug campaign during this period. It is as if only the drug peddlers have human rights, but not the police officers who gave their lives in the line of duty to protect us.

Instead of trying to paint a dark picture of the so-called drug war, the CHR should have included, for the purpose of providing proper context, the data on the number of arrests, cases filed in court, the volume of drugs confiscated,  the number of drug surrenderers under Oplan Tokhang, the data on those who availed of rehabilitation, those who underwent Community Based Rehabilitation Programs, the Balay Silangan project, and the decrease in the crime rate during the same period. 

The CHR, being an integral part of the government, should not demonize the very government it ought to serve and protect, more so, without basis. Rather than maligning it, the CHR should assist the government to protect the human rights of the police officers and the innocent public against the menace of illegal drugs, and to apply a fair approach before condemning the government without due process of law.

NTF-ELCAC Legal Cooperation Cluster",rejected,tone
"READ | NTF ELCAC STATEMENT ON THE ELECTIONS

The NTF ELCAC congratulates the Filipino people for taking hold of the reigns of our democracy and standing strong and united in the power of our electoral processes. 

Truly May 9 was our shining moment as a Nation when we showed ourselves and the entire world that indeed, our beloved Philippines is a strong and vibrant democracy and that we have overcome enemies of the State who had tried to subvert the will of the people and silence our voices. 

We must continuously reject those who pretend to be champions of democracy while at the same time have a most woeful inability to respect the very democracy they say they fight for. 
We would also like to thank our President under whose watch and doubtless, on the strength of his strong leadership, the Filipino people has experienced one of the cleanest, most credible elections. 

Truly he has once again shown us why it is, since he sat in office, he is the most trusted public official in his administration and why he has consistently enjoyed trust and approval ratings that most leaders in the democratic world can only dream of- even as he is about to step down in about a month. 

We would like to enjoin our countrymen to unclench their fists, reach across political divides and whatever else it is we imagine divides us, close ranks and rally behind the leaders the people have chosen. When they do well, the Filipino people win. 
Because indeed, this is what vibrant democracies do: freely express their opinions- passionately even - understanding that these are all part and parcel of the mess and noise of a democracy. 

And then we complete the journey  by accepting with grace the will of the people.
It was Abraham Lincoln who said, “We are not enemies, but friends. We must not be enemies. Though passion may have strained, it must not break our bonds of affection. The mystic chords of memory will swell when again touched, as surely they will be, by the better angels of our nature.”

Mabuhay ang lahat nang lumahok sa ating halalan!

Salamat sa tibay, lakas ng loob at pagmamahal nyo sa Bayan at sumugal kayo. 

Mabuhay ang Pilipinong nagmamahal ng tunay sa ating Bansa!

Mabuhay ang mahal nating Inang Pilipinas!

Undersecretary Lorraine Marie T. Badoy
NTF ELCAC Spokesperson for Social Media Affairs And Sectoral Concerns",rejected,tone
"READ | DILG defends NSC and NTC decision to block Communist terrorist websites 

The Department of the Interior and Local Government (DILG) today defended the decision of the National Security Council (NSC) and the National Telecommunications Commission (NTC) to restrict the websites of CPP-NPA-NDF affiliated groups and front organizations. 

DILG Undersecretary and NTF ELCAC Spokesperson Jonathan Malaya said that the legal basis in restricting these websites primarily emanates from RA No. 11479 or more popularly known as ""The Anti-Terrorism Act of 2020"" particularly in the first paragraph of Sec. 2, which reads:
 
Section 2. Declaration of Policy.- It is declared a policy of the State to protect life, liberty, and property from terrorism, to condemn terrorism as inimical and dangerous to the national security of the country and to the welfare of the people, and to make terrorism a crime against the Filipino people, against humanity, and against The Law of Nations.
 
Malaya said that it is clear that “terrorism” is declared explicitly as a crime, not only against the Filipino people but also of humanity and the laws of nations. In this connection, the Anti-Terrorism Council (ATC) has issued three (3) resolutions declaring the CPP-NPA-NDF and their central committee members as terrorists and terrorist organizations pursuant to par. 3 of Sec. 25 of the said law.

“In light of the declaration of policy of RA 11479, the resolution of the ATC, and in order to implement the same,  restricting or blocking the web-sites of the declared terrorist organizations and their members are in accordance with law,” he said. 
 
“It cannot be denied that the propaganda contained in the terrorist web-sites are being used to advance the illegal cause of the terrorists, in this case the CPP-NPA-NDF, which is to overthrow the government through violent means and destroy our democratic way of life. I wish to emphasize that inciting to commit terrorism is a criminal act in Sec.9 of RA 11479, which reads:  Section 9. Inciting to Commit Terrorism.- Any person who, without taking any direct part in the commission of terrorism, shall include others to the execution of any of the acts specified in Section 4 hereof by means of speeches, proclamations, writings, emblems, banners or other representations tending to the same end,” he added. 
 
He said that those affected by this sanction may advance the argument that the same is a curtailment of their freedom of speech. However,  this should fail because freedom of speech is not absolute as held by the Supreme Court in Gonzales v. COMELEC, 137 Phil. 471, 494. 

“Some types of speech may be subjected to some regulation by the State under its police power, in order that it may not be injurious to the equal right of others or those of the community or society,” he said. 
 
Malaya said that even the International Covenant on Civil and Political Rights recognizes that freedom of speech and expression has limitations, particularly on issues of national security and public order, which is the very purpose why the terrorist CPP-NPA-NDF websites are being blocked.",rejected,tone
